,class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-1,2.884060010024462,5.493897186880966,2.2267632133015463,3.4256497299446513,3.9232742947401746,3.4095878768639993,3.5730803681580063,3.543732985713773,3.124057381503511,4.828557219230509,2.389180426188533,5.042416262643668,6.24512388275434,3.7819380544550327,4.802195367849231,4.815705442686081,3.926824959882417,5.078358013664215,5.990216397372868,6.7784347295762934
1,-1,0.3123528044923283,-1.9503986999392942,0.24750515621293157,-1.4549800354850448,0.3333423713816459,0.3275288169644278,1.7657030560787295,1.3953368173872283,2.0689978459638425,0.6447331066848513,2.0147417397501055,0.8793326095944795,-0.7177661183199839,1.137690934046601,0.7670735921734417,1.888150878074509,0.8591991659077101,-0.8000273754824925,1.7480257121934883,-0.11639285249831266
2,-1,6.359504298428079,4.60667610920694,5.906996461148245,3.7421028419932263,3.3851881381153737,6.006987772090588,4.863468592488685,5.3162468879080125,4.287957761505815,6.548370248496803,2.8604944626598643,4.500648584284582,6.527957695746121,3.5500814622717627,4.438222331163012,3.9300426312786065,3.879539024268994,4.598325921910103,4.100334585315162,4.7972104815856005
3,-1,-1.6784137643524348,0.08219844884560512,-0.5827431646487418,-0.3839568419815782,-0.7764804058208881,-2.624270100912379,-1.2867124243379233,-2.0227404997621568,0.2862738862753236,-0.960583546660785,2.042507308154075,-0.8731208633374512,-1.253075540719138,0.4915390751439618,-2.143958230771559,-2.4528219973125207,0.4736436355432243,0.9056200911760024,-0.5657449235440226,-1.203267721602751
4,-1,-0.7005294648651093,1.7357534602664517,-0.30923876965586317,-1.0306864233463868,0.30113775003842835,0.061259006082122314,1.0285574802718545,-2.1129199861123924,0.5955773066107644,0.731701030983624,0.9541921275511518,-1.31506574317074,-1.6577772007199993,-1.1366359340991037,0.6018895804259283,-0.47995326844546815,-0.5847246649022886,-0.5475810831320764,-0.39909252285284924,-0.9973601355826929
5,-1,-0.7742425410238203,-1.3410741716015517,2.7616421769916917,2.9588927801016514,0.5386190085869156,0.8668389044586192,-0.12829656582176185,1.7144050684142935,1.0562754390981788,-0.37937537599961013,-0.015502498016644273,0.6928007712071836,1.3094093198542704,0.9380424199584855,0.860784438869715,2.7519160469064703,2.0394356053420966,2.2029207108421662,-0.5639643977396231,1.2690972160972311
6,-1,2.338173202330549,-0.25519293671471965,0.765379087919905,2.183216710118157,1.6015065049169768,1.426668928575322,3.0763864315645844,2.7093523437637836,2.957190537394429,3.766443332907051,1.6693254951735161,3.276604901531196,1.6269593591447795,2.5139870593618765,1.002949872106925,2.823642673748852,1.2635460579202331,2.1785940392565672,0.8269401518147617,1.0972899033198105
7,-1,3.9088900397353745,7.410607139965782,3.4461537775692417,3.257731993465308,2.631607158344533,5.231146682472818,4.1719329730488,3.6218706588578105,4.703400332404376,6.279163141820126,2.8179886628297126,5.357338712519269,6.434919514982375,4.437855746620889,3.6487053233839966,2.8681455313405007,5.267222279345241,5.1479667595832925,6.312355236940137,5.14625465434345
8,-1,-0.5152463809894534,2.236848499313737,1.2946790321703305,-1.4136102424552985,0.3402439189458464,0.8478104237625181,1.0995157327686758,-1.0899864102697536,1.4862648566567256,1.0406402419089007,1.7715638931574644,-0.2505817812477462,-1.6407294000344066,0.6151914269313438,0.5569746426730652,-0.5125940399259916,1.4147325455943023,-0.32321538788672344,0.7639972449577233,-1.8177645576350934
9,-1,1.8107366472089623,2.6680248444255765,1.9068433128573021,2.121182343795309,2.674385116478724,1.4447216662253977,2.763090228303205,1.7181687450097929,4.171892687533944,3.0490681591131708,2.967037529349536,2.6785965514356658,3.705657321271474,3.133002078880093,2.1719919325878076,1.5766711845394716,3.2213231149139494,1.3412365135753097,3.2804052920364732,1.6880170095475615
10,-1,-0.196542983880732,0.3344373204465788,1.102691387335938,4.241052644781144,4.591113681037394,1.0491009111904104,4.03064090113701,1.8876573850349998,-1.3210758504464313,0.92557824187349,0.9447079619683145,2.4981177139753195,1.643482290951424,-0.14705909975428177,0.17140913417978232,0.1962032776179079,0.10550228336907752,-0.7725756950784934,1.0032956852730002,1.6760842358515475
11,-1,4.076812238135876,4.604843416227772,6.212303699630689,7.559799655769989,5.832217311441304,3.990327442983462,2.973324669033464,5.624209808981738,3.920713094210284,6.20156379175005,3.8593488878817075,3.973861471148475,7.68014636345492,7.077483496802951,5.801481285371371,5.596283652802727,5.457138981321736,6.894635194673579,4.018004984758811,5.88797830245848
