8.005656278158983952e+00,5.397873899650779350e+00,6.276874423434529504e+00,5.249201281070154046e+00,5.888851391120872414e+00,6.216507818426156184e+00,4.893966860112386463e+00,5.656432973735227243e+00,5.121015639357852756e+00,5.220173031674392838e+00,3.921225102084838543e+00,5.335083251575285956e+00,6.986920035038564514e+00,6.096035331793311585e+00,6.210532638899671554e+00,6.207826181882718508e+00,5.946007144047502635e+00,5.682332129144526789e+00,5.677604789829442389e+00,5.752391847553997017e+00
5.397873899650779350e+00,6.761089895976129860e+00,5.492196195019928062e+00,4.345466355373455158e+00,5.494685482146287825e+00,5.625697826884432651e+00,4.446023746740829452e+00,3.948215711013007390e+00,4.176123778372422990e+00,4.974417884325824879e+00,3.258421182398348215e+00,4.621701558071930727e+00,5.750736679832770371e+00,5.073921547963296419e+00,5.455438127133607651e+00,5.257149299030328571e+00,5.704267725718888293e+00,5.067197646535439581e+00,5.316586219780844225e+00,5.193464898126713969e+00
6.276874423434529504e+00,5.492196195019928062e+00,7.594732295630482355e+00,4.946358263421647194e+00,5.949618782340756695e+00,6.808255695597944523e+00,4.938852046352499414e+00,5.053051801407075772e+00,5.077937240554028619e+00,5.232026039333102396e+00,3.311571710578267602e+00,4.833734708639216393e+00,6.322946976362390004e+00,5.423179225838583584e+00,6.338292105608258176e+00,6.307463486680153331e+00,6.486904385355951597e+00,5.214592274215855028e+00,4.967005388936837740e+00,4.990808098250514746e+00
5.249201281070154046e+00,4.345466355373455158e+00,4.946358263421647194e+00,5.836825673243895451e+00,5.396968835921728491e+00,4.600942435511347739e+00,3.939339567001561626e+00,4.472785348209760592e+00,3.479581488691678270e+00,4.331866714540029584e+00,2.819654783425590505e+00,4.190721321092254037e+00,5.774472173417219523e+00,4.948247519820206719e+00,4.928465160882178786e+00,5.244951735602432663e+00,4.716617854623176953e+00,4.618994241427890834e+00,4.044519031455067193e+00,5.760327674704749157e+00
5.888851391120872414e+00,5.494685482146287825e+00,5.949618782340756695e+00,5.396968835921728491e+00,7.245008853183835917e+00,5.554660674388014918e+00,5.220153459750000557e+00,4.470342858966397159e+00,4.785057606562627797e+00,5.386967336878302426e+00,4.128093786348316030e+00,5.066389695423065831e+00,6.182565663486056629e+00,6.019070336938004750e+00,6.074556309321752501e+00,6.340322623307892869e+00,6.026737584673444559e+00,5.334291856274210986e+00,5.406850163148841482e+00,5.677103043156932038e+00
6.216507818426156184e+00,5.625697826884432651e+00,6.808255695597944523e+00,4.600942435511347739e+00,5.554660674388014918e+00,6.896962149151915078e+00,4.767348248872478322e+00,5.084392545103951555e+00,4.926177352480768157e+00,5.379275609292746729e+00,2.984964072380970279e+00,4.997717679314895634e+00,6.313504628538285424e+00,5.162985114083037175e+00,6.047611216448080640e+00,6.313784219354264593e+00,6.160079673697271829e+00,5.118558049578523672e+00,5.004869534060592429e+00,5.112411594665854153e+00
4.893966860112386463e+00,4.446023746740829452e+00,4.938852046352499414e+00,3.939339567001561626e+00,5.220153459750000557e+00,4.767348248872478322e+00,5.525874605716087018e+00,4.241785407843472910e+00,4.202041632660068693e+00,4.710971872707459873e+00,3.081754138773774354e+00,4.593255418107485610e+00,4.842945015579911860e+00,4.385085025288291583e+00,4.931724814364581100e+00,5.651229150279559299e+00,4.560242859219478362e+00,3.957467360286259339e+00,4.771266392252083044e+00,3.931028015464382186e+00
5.656432973735227243e+00,3.948215711013007390e+00,5.053051801407075772e+00,4.472785348209760592e+00,4.470342858966397159e+00,5.084392545103951555e+00,4.241785407843472910e+00,6.142340619695654702e+00,3.784385955289684134e+00,4.963155680191753127e+00,2.582547701707107457e+00,4.964854854449229471e+00,6.128410556303662382e+00,5.192402155232890948e+00,5.105691769529872914e+00,6.420072431461402829e+00,4.640843993385100674e+00,4.956083060473583046e+00,4.916921422448291779e+00,4.448194331146170022e+00
5.121015639357852756e+00,4.176123778372422990e+00,5.077937240554028619e+00,3.479581488691678270e+00,4.785057606562627797e+00,4.926177352480768157e+00,4.202041632660068693e+00,3.784385955289684134e+00,5.121572553862965727e+00,4.768993717664372411e+00,3.160220472593249674e+00,4.211991000271620322e+00,5.053427492680082622e+00,4.769943457323272185e+00,5.067936500188991111e+00,5.388371018855403705e+00,5.305681342282841051e+00,4.181448921009775610e+00,4.350794869264554166e+00,3.946070461064865142e+00
5.220173031674392838e+00,4.974417884325824879e+00,5.232026039333102396e+00,4.331866714540029584e+00,5.386967336878302426e+00,5.379275609292746729e+00,4.710971872707459873e+00,4.963155680191753127e+00,4.768993717664372411e+00,7.012373164066688425e+00,3.386199396126309491e+00,4.842476907385596441e+00,6.641403617363820011e+00,5.274044302341938106e+00,5.132296784950101554e+00,6.117170076850364069e+00,4.947756668211429343e+00,5.299333570686750150e+00,4.700826541882204168e+00,5.119898613797690956e+00
