,class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1,5.488139555340932,3.452630273938458,3.217491247832009,4.097831706627016,4.577259381569981,4.004016272336704,1.8427798145127707,4.421082517438041,1.090698882537265,2.5908256145838795,2.5327124652673927,2.9308297137069657,4.5252565933425934,3.787315246132171,5.171528030324557,4.118445292933743,3.7024430733972222,4.360125328433132,1.8980425506508412,2.516014994168196
1,1,0.9561357196313801,0.06542202547506515,0.3181241406461044,0.8353297815632198,1.1220249528348158,0.3799816938586197,0.06472677873069144,-0.700891386146989,2.090905727285331,-1.9869301665413097,1.1065832239041427,0.6214655202800985,-0.0673353205789129,0.09883332628929731,0.3958556840437505,-0.7382185829606103,2.63857002907851,2.0339627049430797,0.9399132116137017,0.870469578851309
2,1,2.590211576615623,3.4891862178128266,2.7399849454232896,1.2013436297068893,3.280106608654318,0.3620844242294401,2.110062189422742,3.322887806477265,1.6478856021872008,2.86178774731681,1.3437182295441348,1.531269160350058,-0.3814912812719191,3.0536825710899893,0.04641420462365842,0.792976112909017,1.5655500942880165,1.7354769737689595,2.78583274825844,3.311731509067773
3,1,1.8879095556133867,-1.87982553605755,0.49286970654635076,2.0563240040799045,0.4737147540508393,-0.014998161717185488,-1.388756729352637,2.0494932774946935,-0.5183478441500811,1.3668157130675207,0.23366484515174735,-1.2041170390779394,0.10939370146297578,0.10551645376812879,0.15056845963566712,-0.5655615449623299,-0.7774163925282374,2.0388860766845527,-1.0557183771938339,0.6281997079137276
4,1,0.30558162359383273,-0.7325340105912999,0.14173580270389663,-0.19424803757911135,-0.5428749280802441,0.15914843185558492,-2.1063240496326534,-0.8747234571668221,0.42765342701288656,-1.7763705575528348,0.7081699598092576,1.1279526815356737,2.198250841122718,-1.9762792280514125,0.7175693464081222,-0.7497113024720823,1.4384194558165067,0.9194164521551978,-0.47685315120913985,0.7211399996322405
5,1,0.176801103622924,-0.7757571822158684,-1.1497547846853096,1.4594380109093836,-0.06747077401532797,0.170278579600476,-2.1872706717419277,3.3808987074201244,0.5524581131897773,1.7384699603493443,-1.2500513520849925,0.5866131656487447,-0.11232049712533376,0.3559185715875861,-1.9182603857253968,-0.6305008664555638,0.774869136935822,0.006811426161297263,-1.8565862882270177,-2.94426690053404
6,1,7.871131203091566,7.28320339266854,7.143672012801621,6.865210527276477,5.6305211523432,4.19035362672926,5.84243221019086,8.657057942756433,3.687514014274587,5.445296169841142,6.851760886625054,4.045590283287413,4.901689301559272,4.986008640207995,5.709193838838157,5.414990089498492,3.8420919422128117,7.380435151103382,4.599587991367219,6.638723739557434
7,1,-1.1319771000519774,-2.790909348210083,-3.1951738257505564,-1.8808026549947086,-1.8775547460363493,-1.504840370908773,-3.827447757125208,-2.390396267756625,-1.1117178563421557,0.3177106633359775,-2.5682700085246326,-3.426494358597104,-1.334218667189073,-4.60811794670204,-2.6932979367461884,-1.3202663343658843,-1.0975870680516036,0.2945323807845256,-2.8837322463513644,-0.38580179083341704
8,1,2.408052940244909,0.35036639452569673,1.6336885298069102,2.3104778036904703,-2.3502343366202845,2.0848762671220307,3.4098837794785304,1.414051848864657,1.4211789343698222,4.1126147907156945,3.277173114510328,5.4617458184567305,0.6059390772901359,2.2012332301878987,1.830173120199964,1.7364912613503045,-1.807440859311082,4.802013693136699,1.3923872616111281,2.8530219366156233
9,1,3.557481824280135,0.7625084794550819,3.5239681780381744,3.4334403050885447,4.918832913625215,2.133130402555931,3.3787198614766334,4.662569193878795,4.627440952448633,2.7207794339752542,1.7663738481179307,0.059709704856172996,2.8980760106960552,4.217106237492889,-1.0004556232900181,1.7362348779962775,0.9368484479065569,2.839320258163154,0.7222410252880342,-0.021054477986698017
